Started,Finished,Memory per executor,# executors,# records,Size(MB),Total Time,Throughpu (MB),Throughput (RPS)
2018-12-15 22:06:35,2018-12-15 23:17:18,4g,1,640000000,39876,4243,=E2/G2
2018-12-16 09:26:23,2018-12-16 10:02:46,4g,2,640000000,39876,2183,=E3/G3
2018-12-15 03:19:33,2018-12-15 03:39:57,4g,4,640000000,39876,1224,=E4/G4
2018-12-16 00:20:07,2018-12-16 00:31:14,4g,8,640000000,39876,667,=E5/G5
2018-12-15 14:20:07,2018-12-15 14:27:38,4g,16,640000000,39876,451,=E6/G6
2018-12-16 10:46:25,2018-12-16 10:52:23,4g,24,640000000,39876,358,=E7/G7
2018-12-15 14:33:43,2018-12-15 14:38:58,4g,32,640000000,39876,315,=E8/G8
2018-12-16 10:57:56,2018-12-16 11:02:33,4g,48,640000000,39876,277,=E9/G9
2018-12-16 11:02:33,2018-12-16 11:06:56,4g,64,640000000,39876,263,=E10/G10
